words,spell,correct,frequency
ea,"['eca', 'ear', 'team']",ea,187
ear,"['ear', 'gear', 'gear']",gear,2
earth,"['earth', 'ear', 'seat']",earth,26
eater,"['eater', 'heater', 'water']",eater,10
eco,"['eco', 'ec', 'becon']",eco,3
elbow,"['elbow', 'elbow', 'below']",elbow,19
electro,"['electro', 'electronic', 'electronic']",electro,18
electronic,"['electronic', 'electronic', 'electro']",electronic,5
element,"['element', 'weldment', 'cement']",element,18
eletronic,"['electronic', 'electronic', 'electro']",electronic,2
elis,"['ellist', 'list', 'ls']",ellist,5
elite,"['elite', 'elite', 'elite']",elite,2
ellis,"['ellist', 'list', 'cell']",ellist,7
ellist,"['ellist', 'list', 'elite']",ellist,9
ellistkey,"['ellist', 'elite', 'elite']",ellist key,2
elongation,"['elongation', 'relocation', 'location', 'foundation']",elongation,2
em,"['temp', 'team', 'stem']",temp,71
emer,"['remover', 'timer', 'sever']",emergency,11
emergency,"['emergency', 'emergency', 'emergency']",emergency,58
emulsion,"['emulsion', 'explosion', 'version']",emulsion,3
end,"['end', 'bend', 'vendor']",end,21
energen,"['inergen', 'energy', 'emergency']",emergency,2
engine,"['engine', 'engineer', 'online']",engine,8
engineer,"['engineer', 'engine', 'inter']",engineer,2
ensure,"['ensure', 'surge', 'surge']",ensure,2
envidas,"['end', 'das']",end,5
eol,['eol'],eol,2
epoxi,"['exit', 'setpoint', 'point']",exit,2
epoxy,['deploy'],deploy,5
eqiupment,"['equipment', 'equipment', 'equipment']",equipment,2
equipment,"['equipment', 'equipment', 'equipment']",equipment,59
error,"['error', 'zero', 'aerator']",error,62
et,"['set', 'let', 'jet']",ethylene,2
ethylene,"['ethylene', 'then']",ethylene,3
exapilot,"['exapilot', 'pilot', 'plot']",exapilot,18
excavation,"['excavation', 'deviation', 'deviation']",excavation,2
excess,"['excess', 'excess', 'reprocess']",excess,35
exchanger,"['exchanger', 'exchangers', 'change']",exchanger,20
exchangers,"['exchangers', 'exchanger', 'change']",exchangers,2
exh,['exhaust'],exhaust,13
exhaust,"['exhaust', 'adjust']",exhaust,4
existing,"['existing', 'testing', 'setting']",existing,15
exit,"['exit', 'it', 'existing']",exit,27
exitlight,"['exit light', 'light', 'light', 'existing']",exit light,5
exothermic,"['exothermic', 'thermoscan']",exothermic,12
expand,"['expand', 'pad', 'expansion']",expand,2
expansion,"['expansion', 'expansion', 'expansion']",expansion,21
expantion,"['expansion', 'expansion', 'expansion']",expansion,3
expension,"['expansion', 'expansion', 'expansion']",expansion,2
expire,"['expire', 'wire', 'pure']",expire,2
explosion,"['explosion', 'expansion', 'expansion']",explosion,3
exsess,"['excess', 'excess', 'sensors']",excess,13
exsittine,"['existing', 'resistance', 'positioner']",existing,2
extend,"['external', 'expand', 'end']",external,2
external,"['external', 'terminal', 'internal']",external,2
eye,"['eye', 'ee', 'vye']",eye,21
fa,"['sfa', 'far', 'fan']",fan,2
face,"['face', 'frac', 'surface']",face,27
fail,"['fail', 'tail', 'rail']",fail,72
failure,"['fire', 'fire', 'fire']",fire,2
fan,"['fan', 'fn', 'sfa']",fan,346
far,"['far', 'flare', 'sfa']",far,244
farm,"['far', 'warm', 'from']",far,2
fault,"['fault', 'paut', 'haul']",fault,12
feeback,"['feedback', 'feedback', 'feedback']",feedback,2
feed,"['need', 'speed', 'fixed']",need,28
feedback,"['feedback', 'feedback', 'feedback']",feedback,15
fiber,"['fiber', 'fiber', 'filter']",fiber,4
fic,"['fix', 'fic', 'tic', 'office']",fix,21
fiducial,"['fiducial', 'final', 'final']",fiducial,3
field,"['field', 'fixed', 'shield']",field,7
fier,"['fiber', 'fiber', 'filter']",fiber,3
fig,"['fg', 'tig', 'fqi']",fg,2
fiil,"['fill', 'fill', 'file']",fill,3
fiiter,"['filter', 'filter', 'inter']",filter,2
file,"['file', 'filter', 'filter']",file,4
fill,"['fill', 'fill', 'refill']",fill,351
fillgrease,"['fill grease', 'grease', 'grease']",fill grease,4
filloil,"['fill oil', 'fill', 'fill', 'refill']",fill oil,2
fillpack,"['fill pack', 'pack', 'lack']",fill pack,9
fillsheet,"['sheet', 'sheet', 'sheets']",fill sheet,4
fillter,"['filter', 'filter', 'fill']",filter,32
filter,"['filter', 'filter', 'file']",filter,1318
filtre,"['filter', 'filter', 'fire']",filter,2
fin,"['fn', 'final', 'final']",olefins,38
final,"['final', 'final', 'final']",final,29
fins,"['olefins', 'olefins', 'ns']",olefins,16
fire,"['fire', 'fire', 'fire']",fire,357
firealarm,"['fire alarm', 'alarm', 'alarm']",fire alarm,4
firebox,"['firebox', 'fire', 'fire']",firebox,8
fireproof,"['proof', 'firebox', 'fire']",fireproof,2
firepump,"['pump', 'pump', 'fire']",pump,4
firewall,"['firewall', 'wall', 'fire alarm']",firewall,4
firing,"['firing', 'wiring', 'ring']",firing,3
firmware,"['firmware', 'fire', 'fire']",firmware,4
first,"['first', 'fit', 'list']",first,3
fit,"['fit', 'it', 'ft']",fit,190
fitting,"['fitting', 'firing', 'testing']",fitting,9
fix,"['fix', 'fixed', 'mix']",fix,2
fixed,"['fixed', 'field', 'fix']",fixed,3
fixing,['fixing'],fixing,20
fixmonitor,"['monitor', 'monitor', 'monitor']",fix monitor,16
flag,"['flag', 'flag', 'flange']",flag,4
flame,"['flame', 'frame', 'frame']",flame,64
flang,"['flange', 'flange', 'flag']",flange,5
flange,"['flange', 'flange', 'flag']",flange,102
flare,"['flare', 'flame', 'far']",flare,18
flarm,"['flare', 'flame', 'alarm']",flame,2
flex,"['flex', 'file', 'flexible']",flex,5
flexible,"['flexible', 'fusible', 'flex']",flexible,10
float,"['float', 'flowrate', 'floating']",float,15
floating,"['floating', 'loading', 'coating']",floating,20
floor,"['floor', 'for', 'loto', 'loop']",floor,3
flow,"['flow', 'low', 'follow']",flow,243
flowlab,"['flow', 'flowrate', 'float']",flowlab,7
flowmeter,"['flowmeter', 'meter', 'flowrate']",flowmeter,8
flowrate,"['flowrate', 'float', 'locate']",flowrate,2
flue,"['fuse', 'fuel', 'fuel']",fuel,11
flush,"['flush', 'flush', 'flushing']",flush,69
flushing,"['flushing', 'flush', 'flush']",flushing,225
fo,"['for', 'o', 'from']",foam,27
foam,"['foam', 'foam', 'foam']",foam,7
foamglass,"['foamglass', 'glass', 'mass']",foamglass,2
folk,"['folk', 'fork', 'follow']",folk,2
follow,"['follow', 'flow', 'low']",follow,2
fom,"['from', 'form', 'foam']",from,83
foot,"['foot', 'soot', 'boot']",foot,11
for,"['for', 'form', 'fork']",for,718
force,"['force', 'for', 'before']",force,3
fork,"['fork', 'for', 'work']",fork,2
forklift,"['forklift', 'lift', 'fork']",forklift,70
form,"['form', 'for', 'worm']",form,78
found,"['found', 'pound', 'ground']",found,5
foundation,"['foundation', 'function', 'function']",foundation,24
frac,"['frac', 'rack', 'face']",factor,6
fram,"['frame', 'frame', 'from']",flame,5
frame,"['frame', 'frame', 'flame']",flame,29
fresh,"['fresh', 'mesh', 'mesh']",fresh,2
frie,"['fire', 'fire', 'fire']",fire,9
fripump,"['pump', 'pump', 'riprap']",fire pump,2
from,"['from', 'room', 'form']",from,23
fucntion,"['function', 'function', 'function']",function,2
fuction,"['function', 'function', 'function']",function,2
fuel,"['fuel', 'fuel', 'fuse']",fuel,3
full,"['full', 'fuel', 'fuel']",full,3
function,"['function', 'function', 'function']",function,56
fungtion,"['function', 'function', 'function']",function,6
furnace,"['furnace', 'furnaces', 'frac']",furnace,68
furnaceh,"['furnace', 'furnaces', 'surface']",furnace,5
furnaces,"['furnaces', 'furnace', 'surface']",furnaces,32
fuse,"['fuse', 'use', 'user']",fuse,2
fush,"['flush', 'flush', 'push']",flush,5
fusible,"['fusible', 'fuse', 'file']",fusible,2
fv,['fv'], ,-1
ganeration,"['generation', 'operation', 'generator']",generation,5
ganerator,"['generator', 'generator', 'generator']",generator,24
gap,"['sap', 'gas', 'apc']",gap,2
gas,"['gas', 'as', 'pygas']",gas,573
gasket,"['gasket', 'basket', 'asset']",gasket,31
gass,"['glass', 'gas', 'pass']",gas,4
gassoline,"['online', 'tagline', 'passing']",gasoline,4
gate,"['gate', 'gate', 'rate']",gate,18
gating,"['grating', 'panting', 'coating']",grating,2
gauge,"['gauge', 'gauge', 'gate']",gauge,76
gear,"['gear', 'gear', 'gear']",gear,28
gease,"['grease', 'grease', 'gas']",grease,2
gen,"['generator', 'oxygen', 'get', 'end']",generator,212
genair,"['gear', 'gear', 'gear']",generator,4
genalator,"['generator', 'generator', 'generator']",generator,6
genarator,"['generator', 'generator', 'generator']",generator,198
genaretor,"['generator', 'generator', 'generator']",generator,4
generater,"['generator', 'generator', 'generator']",generator,3
generator,"['generator', 'generator', 'generator']",generator,341
gennerator,"['generator', 'generator', 'generator']",generator,3
get,"['get', 'set', 'let']",get,2
gide,"['guide', 'guide', 'guide']",guide,2
gis,"['gis', 'ics', 'his']",gis,10
gland,"['gland', 'lan', 'and']",gland,47
glass,"['glass', 'class', 'gas']",glass,39
globe,"['globe', 'glow', 'slope']",globe,4
glow,"['glow', 'low', 'flow']",glow,3
goggle,"['goggle', 'hole']",goggle,8
gov,['sov'],governor,9
governer,"['governor', 'governor', 'over']",governor,2
governor,"['governor', 'governor', 'vendor']",governor,23
gp,"['p', 'g']",gps,2
gps,"['ps', 'ups', 'psv']",gps,2
graer,"['upgrade', 'rate', 'rapcher']",upgrade,4
graphic,"['graphic', 'apc']",graphic,36
grating,"['grating', 'ring', 'tracing']",grating,48
gravel,"['gravel', 'upgrade', 'save', 'rate']",gravel,2
grease,"['grease', 'grease', 'reuse']",grease,131
grese,"['grease', 'grease', 'reuse']",grease,4
grinding,"['grinding', 'grounding', 'lining']",grinding,117
ground,"['ground', 'grounding', 'pound']",ground,75
grounding,"['grounding', 'sounding', 'grouping']",grounding,35
group,"['group', 'group', 'grouping']",group,92
grouting,"['grouting', 'grouping', 'grounding', 'routine']",grouting,4
guage,"['gauge', 'gauge', 'gate']",gauge,3
guard,"['guard', 'yard', 'hard']",guard,200
guid,"['guide', 'guide', 'guide']",guide,8
guide,"['guide', 'guide', 'guide']",guide,14
gum,"['gum', 'vgu', 'utm']",gum,3
haib,"['aib', 'thai', 'hiab']",hiab,78
half,"['half', 'haul', 'haul']",half,3
hammer,"['hammer', 'chamber', 'chamber']",hammer,9
hand,"['hand', 'hand', 'and']",hand,40
handle,"['handle', 'hand', 'hand']",handle,22
handrail,"['handrail', 'handle', 'rail']",handrail,89
hangging,"['hanging', 'hanging', 'tagging']",hanging,3
hanging,"['hanging', 'hanging', 'aging']",hanging,13
hanking,"['hanging', 'hanging', 'racking']",hanging,14
hard,"['hard', 'yard', 'head']",hard,24
harddisk,"['harddisk', 'hard', 'disk']",harddisk,4
hardness,"['hardness', 'harmess', 'hard']",hardness,5
harness,"['hardness', 'harmess', 'press']",hardness,89
haual,"['haul', 'haul', 'houal']",haul,11
haul,"['haul', 'haul', 'half']",haul,17
havc,"['hvac', 'have', 'hv']",have,5
hazardous,"['hazardous', 'hard']",hazardous,2
hcomp,"['shop', 'compact', 'camp']",high compact,2
head,"['head', 'head', 'header']",head,21
header,"['header', 'heater', 'head']",header,69
heat,"['heat', 'heat', 'heater']",heat,63
heater,"['heater', 'eater', 'header']",heater,13
heavy,"['heavy', 'heat', 'heat']",heavy,38
held,"['held', 'shield', 'weld']",held,5
hend,"['end', 'then', 'held']",end,2
hiab,"['hiab', 'hiab', 'ia']",hiab,48
high,"['high', 'height', 'sight']",high,61
hight,"['height', 'high', 'sight']",height,5
his,"['his', 'hs', 'hi']",his,19
hivision,"['division', 'diversion', 'version']",division,9
hold,"['hold', 'oeld', 'hood']",hold,3
hole,"['hole', 'shoe', 'hose']",hole,15
holiday,"['holiday', 'hold', 'lay']",holiday,2
hood,"['hood', 'hook', 'hold']",hood,4
hook,"['hook', 'hood', 'shock']",hook,23
hopper,"['hopper', 'copper', 'stopper']",hopper,14
horn,"['horn', 'oring', 'or']",horn,2
hose,"['hose', 'house', 'shoe']",hose,66
hot,"['hot', 'photo', 'pot']",hot,530
hotmark,"['hotmark', 'mark', 'hot']",hotmark,2
houal,"['houal', 'hole', 'hold']",houal,6
house,"['house', 'hose', 'use']",house,93
housing,"['housing', 'oing', 'swing']",housing,4
hub,"['hub', 'ahu', 'ahb']",hub,9
hubswitch,"['hub switch', 'switch', 'switch']",hub switch,4
humer,"['hammer', 'user', 'chamber']",hammer,2
hv,['hv'], ,-1
hydant,"['hydrant', 'radiant', 'heat']",hydrant,2
hydrant,"['hydrant', 'hydrogen', 'hydrocarbon']",hydrant,9
hydraulic,"['hydraulic', 'hydrostatic', 'hydrochloric']",hydraulic,7
hydro,"['hydro', 'hydrogen', 'hydroxide']",hydrocarbon,169
hydrocabon,"['hydrocarbon', 'hydrant', 'hydrogen']",hydrocarbon,16
hydrocarbon,"['hydrocarbon', 'carbon', 'hydrant']",hydrocarbon,68
hydrochloric,"['hydrochloric', 'hydraulic', 'hydrostatic']",hydrochloric,2
hydrogen,"['hydrogen', 'hydro', 'hydroxide']",hydrogen,5
hydrostatic,"['hydrostatic', 'static', 'hydrotest']",hydrostatic,3
hydrotest,"['hydrotest', 'hydro', 'hydrogen']",hydrotest,106
hydroxide,"['hydroxide', 'hydro', 'hydrogen']",hydroxide,7
idfan,"['fan', 'drain', 'drain']",id fan,10
ignition,"['ignition', 'ignition', 'injection']",ignition,6
ignitor,"['ignition', 'ignition', 'indicator']",ignition,12
ii,"['ii', 'wifi', 'iris']",ii,14
impeller,"['impeller', 'simple', 'impule']",impeller,4
impluse,"['impulse', 'simple', 'impule']",impulse,6
imponding,"['impending', 'sounding', 'grinding']",impending,26
improment,"['improvement', 'environment', 'equipment']",improvement,4
improvement,"['improvement', 'measurement', 'environment']",improvement,7
impule,"['impule', 'impulse', 'simple']",impulse,4
in,"['pin', 'min', 'wind']",in,350
inatall,"['install', 'install', 'install']",install,3
incoming,"['incoming', 'incoming', 'lining']",incoming,4
incomming,"['incoming', 'incoming', 'lining']",incoming,5
index,"['index', 'nde', 'inside']",index,22
indicator,"['indicator', 'indicator', 'monitor']",indicator,9
indt,"['wind', 'print', 'point']",indicator,3
inercom,"['intercom', 'intercom', 'inter']",intercom,3
inergen,"['inergen', 'nitrogen', 'nitrogen']",inergen,73
ing,"['ring', 'oing', 'swing']",inject,63
ingect,"['inject', 'inject', 'inject']",inject,2
inject,"['inject', 'inject', 'inject']",inject,16
injection,"['injection', 'inspection', 'inspection']",injection,14
inlation,"['insulation', 'insulation', 'insulation']",insulation,2
inlet,"['inlet', 'let', 'inject']",inlet,48
inletcoil,"['inlet coil', 'inlet', 'coil']",inlet coil,7
inpection,"['inspection', 'inspection', 'inspection']",inspection,2
input,"['input', 'iut', 'paut']",input,5
ins,"['ns', 'pin', 'min']",insulation,6
insall,"['install', 'install', 'install']",install,3
insalution,"['installation', 'insulation', 'insulation']",insulation,7
insatall,"['install', 'install', 'install']",install,6
insatll,"['install', 'install', 'install']",install,8
inside,"['inside', 'inside', 'side']",inside,80
insite,"['onsite', 'inside', 'inside']",inside,2
insolation,"['isolation', 'insulation', 'insulation']",insulation,4
insp,"['inspect', 'inspect', 'inspect']",inspect,10
inspaction,"['inspaction', 'inspection', 'inspection']",inspection,6
inspcetion,"['inspcetion', 'inspection', 'inspection']",inspection,3
inspec,"['inspect', 'inspect', 'inspect']",inspect,2
inspect,"['inspect', 'inspect', 'inspect']",inspect,70
inspected,"['inspected', 'inspect', 'inspect']",inspected,5
inspection,"['inspection', 'inspection', 'inspection']",inspection,1028
inspectionbore,"['inspection bore', 'inspection', 'inspection']",inspection bore,4
inspectoin,"['inspection', 'inspection', 'inspection']",inspection,2
inspector,"['inspect', 'inspect', 'inspect']",inspect,2
inspertion,"['inspection', 'inspection', 'inspection']",inspection,3
inspetion,"['inspection', 'inspection', 'inspection']",inspection,2
inspt,"['inspect', 'inspect', 'inspect']",inspect,174
insrument,"['instrument', 'alignment', 'alignment']",instrument,4
install,"['install', 'install', 'install']",install,3343
installation,"['installation', 'insulation', 'insulation']",installation,109
installed,"['installed', 'install', 'install']",installed,125
installguard,"['installed', 'install', 'install']",install guard,2
installinsulation,"['installation', 'insulation', 'insulation']",install insulation,7
installl,"['install', 'install', 'install']",install,2
installremove,"['install remove', 'installed', 'install']",install remove,6
installscaffolding,"['scaffolding', 'scaffolding', 'scaffolding']",install scaffolding,7
instate,"['reinstate', 'installed', 'stat']",reinstate,2
instll,"['install', 'install', 'install']",install,2
instrument,"['instrument', 'reinstatement', 'alignment']",instrument,74
insu,"['ns', 'input', 'visual']",insulation,107
insualtion,"['insulation', 'insulation', 'insulation']",insulation,4
insuiation,"['insulation', 'insulation', 'insulation']",insulation,4
insul,"['insulation', 'insulation', 'insulation']",insulation,5
insulaion,"['insulation', 'insulation', 'insulation']",insulation,20
insulatin,"['insulation', 'insulation', 'insulation']",insulation,3
insulatiom,"['insulation', 'insulation', 'insulation']",insulation,2
insulation,"['insulation', 'insulation', 'insulation']",insulation,2771
insulationdouble,"['insulation double', 'insulation', 'insulation']",insulation double,9
insulationinstall,"['insulation install', 'insulation test', 'insulation']",install insulation,2
insulationp,"['insulation', 'insulation', 'insulation']",insulation,2
insulationreuse,"['insulation reuse', 'insulation test', 'insulation']",reuse insulation,5
insulationswingblind,"['insulation install', 'insulation', 'insulation']",install insulation,6
insulationtest,"['insulation test', 'insulation', 'insulation']",insulation test,2
insulatoin,"['insulation', 'insulation', 'insulation']",insulation,2
insulators,"['insulation', 'insulation', 'insulation']",insulation,3
insultion,"['insulation', 'insulation', 'insulation']",insulation,3
insuration,"['insulation', 'insulation', 'insulation']",insulation,5
insution,"['insulation', 'insulation', 'insulation']",insulation,10
intall,"['install', 'install', 'install']",install,13
inter,"['inter', 'internal', 'internal']",inter,5
interal,"['internal', 'internal', 'inter']",internal,3
